Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
13,L D'Amico,"Artesanía e identidad cultural: Una cuestión de historia, ideología y elección",1991,,repositorio.flacsoandes.edu.ec,https://repositorio.flacsoandes.edu.ec/handle/10469/9922,"https://scholar.google.com/scholar?cites=1754210897512813&as_sdt=2005&sciodt=0,5&hl=en",152,09/05/22 09:46,,,,,,,,,13,0.42,13,1,31,"… Artesanía e identidad cultural: una cuestión de historia, … ARTESANIA E IDENTIDAD CULTURAL: ■ UNA CUESTION DE HISTORIA, IDEOLOGIA Y ELECCION … Los …",https://repositorio.flacsoandes.edu.ec/bitstream/10469/9922/6/REXTN-SA15-05-Damico.pdf,"https://scholar.google.com/scholar?q=related:bUloDXI7BgAJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
7,JA del Real Alcalá,El derecho a la identidad cultural: Criterios de fundamentación,2013,El derecho a la identidad cultural: criterios de …,torrossa.com,https://www.torrossa.com/gs/resourceProxy?an=2912408&publisher=FZ1825,"https://scholar.google.com/scholar?cites=18371099997813975540&as_sdt=2005&sciodt=0,5&hl=en",153,09/05/22 09:46,,,,,,,,,7,0.78,7,1,9,"… Resumen: El derecho a la identidad cultural es un derecho controvertido en nuestras so… susceptibles de fundamentar el derecho a la identidad cultural, tanto desde el punto de vista …",,"https://scholar.google.com/scholar?q=related:9KnhHh1C8_4J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
3,J Choza,Identidad cultural e identidad humana,2007,Berceo,dialnet.unirioja.es,https://dialnet.unirioja.es/descarga/articulo/2667996.pdf,"https://scholar.google.com/scholar?cites=16938954550819015860&as_sdt=2005&sciodt=0,5&hl=en",154,09/05/22 09:46,PDF,,,,,,,,3,0.20,3,1,15,"La identidad cultural es el modo de establecer la identidad humana en cada grupo social, de manera que no cabe la identificación como ser humano al margen de la propia identidad …",https://dialnet.unirioja.es/descarga/articulo/2667996.pdf,"https://scholar.google.com/scholar?q=related:tMwN5GpBE-sJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
18,DD Abad,Identidad cultural y ciudadanía: una relación curricular inversamente proporcional/Citizenship and Cultural Identity: an Inversely Proportional Relation in the …,2010,Política y sociedad,search.proquest.com,https://search.proquest.com/openview/2fdceff83b5350691fce76da4e1ad574/1.pdf?pq-origsite=gscholar&cbl=85371,"https://scholar.google.com/scholar?cites=1226478070310939593&as_sdt=2005&sciodt=0,5&hl=en",155,09/05/22 09:46,,,,,,,,,18,1.50,18,1,12,… Con el presente trabajo se pretende responder a la pregunta sobre si la identidad cultural es un criterio suficiente para reivindicar la titularidad sobre derechos colectivos específicos …,,"https://scholar.google.com/scholar?q=related:yauwiU5TBREJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
6,H Neira,Dinámica de la Identidad Cultural.,2001,IV Congreso Chileno de Antropología,aacademica.org,https://www.aacademica.org/iv.congreso.chileno.de.antropologia/182.pdf,"https://scholar.google.com/scholar?cites=1268815409620750770&as_sdt=2005&sciodt=0,5&hl=en",156,09/05/22 09:46,PDF,,,,,,,,6,0.29,6,1,21,"… Una de las características de toda identidad cultural es querer definir quiénes comparten sus … La clasificación por identidad cultural nunca es, pues, sólo un acto de conocimiento …",https://www.aacademica.org/iv.congreso.chileno.de.antropologia/182.pdf,"https://scholar.google.com/scholar?q=related:spH8f-S8mxEJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
11,G Haßler,A Fala: normalización tardía e identidad cultural,2006,Revista de estudios extremeños,academia.edu,https://www.academia.edu/download/59843508/A_fala20190623-49946-3k7z3t.pdf,"https://scholar.google.com/scholar?cites=1852573412460226364&as_sdt=2005&sciodt=0,5&hl=en",157,09/05/22 09:46,PDF,,,,,,,,11,0.69,11,1,16,"El interés por la manera de hablar llamada fala es tardío si se lo relaciona con el que se observa en otras regiones por el habla dialectal, como es el caso del mostrado por Jovellanos, …",https://www.academia.edu/download/59843508/A_fala20190623-49946-3k7z3t.pdf,"https://scholar.google.com/scholar?q=related:PGcGCrSptRkJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
16,RT Alvarado,Creación musical e identidad cultural en América Latina: Foro de Compositores Cono Sur,1988,Revista Musical Chilena,boletincorteidh.uchile.cl,https://boletincorteidh.uchile.cl/index.php/RMCH/article/download/12917/13201,"https://scholar.google.com/scholar?cites=6609387080239825526&as_sdt=2005&sciodt=0,5&hl=en",158,09/05/22 09:46,PDF,,,,,,,,16,0.47,16,1,34,… Se refirió a dos puntos relacionados con la identidad cultural. El primero de ellos es el del necesario entronque entre música popular y música culta. El reflexionó sobre el sentido de la …,https://boletincorteidh.uchile.cl/index.php/RMCH/article/download/12917/13201,"https://scholar.google.com/scholar?q=related:dkLADIhCuVsJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
7,DG Chaves,Migración e identidad cultural en Costa Rica (1840-1940),2017,Revista de Ciencias Sociales,revistas.ucr.ac.cr,https://revistas.ucr.ac.cr/index.php/sociales/article/view/30259,"https://scholar.google.com/scholar?cites=14163661162028097313&as_sdt=2005&sciodt=0,5&hl=en",159,09/05/22 09:46,,,,,,,,,7,1.40,7,1,5,"… Todo esto contribuiría a la preservación de una identidad cultural muy particular, con sus propias iglesias protestantes, su propia lengua, sus platillos y sus costumbres. …",https://revistas.ucr.ac.cr/index.php/sociales/article/download/30259/30231/,"https://scholar.google.com/scholar?q=related:IV-u2chuj8QJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
13,C Cabalin,Identidad cultural y ciudadanía en los sectores pobres de Santiago de Chile,2012,Perfiles latinoamericanos,scielo.org.mx,http://www.scielo.org.mx/scielo.php?pid=S0188-76532012000200005&script=sci_arttext,"https://scholar.google.com/scholar?cites=2790183427546494547&as_sdt=2005&sciodt=0,5&hl=en",160,09/05/22 09:46,HTML,,,,,,,,13,1.30,13,1,10,"La población La Victoria localizada al sur de Santiago, es en uno de los hitos fundantes del movimiento de los pobladores en Chile y en América Latina. Este artículo examina, desde …",http://www.scielo.org.mx/scielo.php?pid=S0188-76532012000200005&script=sci_arttext,"https://scholar.google.com/scholar?q=related:UzYXWQu5uCYJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
3,C Guillén,Los equívocos de la identidad cultural,2004,III Congreso Internacional de la lengua …,edizionicafoscari.unive.it,https://edizionicafoscari.unive.it/media/pdf/books/978-88-6969-194-2/978-88-6969-194-2-ch-11.pdf,"https://scholar.google.com/scholar?cites=7119504712670465563&as_sdt=2005&sciodt=0,5&hl=en",161,09/05/22 09:46,PDF,,,,,,,,3,0.17,3,1,18,"… Decíamos que la llamada identidad cultural no es una cosa, sino el motor de unas reflexiones, de unas interrogaciones acerca de la naturaleza, la constitución, o, digamos …",https://edizionicafoscari.unive.it/media/pdf/books/978-88-6969-194-2/978-88-6969-194-2-ch-11.pdf,"https://scholar.google.com/scholar?q=related:G05xv9CPzWIJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
11,M Gnerre,Los salesianos y los shuar construyendo la identidad cultural,2012,,dspace.ups.edu.ec,https://dspace.ups.edu.ec/handle/123456789/10742,"https://scholar.google.com/scholar?cites=16775005400443765263&as_sdt=2005&sciodt=0,5&hl=en",162,09/05/22 09:46,,,,,,,,,11,1.10,11,1,10,"… Se trata de un proceso complejo, a través del cual se construyó la identidad cultural y política de … Con la expresión “identidad cultural” me refiero también a las formas religiosas shuar, …",https://dspace.ups.edu.ec/bitstream/123456789/10742/1/Los%20salesianos%20y%20los%20shuar.pdf,"https://scholar.google.com/scholar?q=related:D8K1rojKzOgJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
13,RLH Collazo,Identidad cultural o aculturación: el dilema de una escuela indígena en un contexto urbano,2013,IE Revista de Investigación Educativa de la REDIECH,redalyc.org,https://www.redalyc.org/pdf/5216/521652344003.pdf,"https://scholar.google.com/scholar?cites=9453078551829729767&as_sdt=2005&sciodt=0,5&hl=en",163,09/05/22 09:46,PDF,,,,,,,,13,1.44,13,1,9,"… a la cultura dominante, con la consecuente pérdida de identidad cultural de las minorías. … curriculas diferenciadas, tratando de respetar la identidad cultural de los alumnos, aunque se …",https://www.redalyc.org/pdf/5216/521652344003.pdf,"https://scholar.google.com/scholar?q=related:59Gsu9sUMIMJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
8,"O Turra Díaz, M Lagos Pando, M Valdés Vera",Identidad cultural indígena en el discurso pedagógico de la historia. Una mirada al currículum latinoamericano,2018,Diálogo andino,scielo.conicyt.cl,https://scielo.conicyt.cl/scielo.php?pid=S0719-26812018000300049&script=sci_arttext&tlng=en,"https://scholar.google.com/scholar?cites=11258906146608772320&as_sdt=2005&sciodt=0,5&hl=en",164,09/05/22 09:46,HTML,,,,,,,,8,2.00,3,3,4,"En este artículo se presentan resultados de un estudio que tuvo como objetivo analizar la comprensión de la identidad promovida por la enseñanza histórica, como dimensión …",https://scielo.conicyt.cl/scielo.php?pid=S0719-26812018000300049&script=sci_arttext&tlng=en,"https://scholar.google.com/scholar?q=related:4PQT9HyrP5wJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
16,LM Bonilla,"Sentidos y prácticas de los saberes ancestrales en el fortalecimiento de la identidad cultural, y la relación escuela-familia con los niños y niñas del Proyecto Ondas de …",2018,,ridum.umanizales.edu.co,http://ridum.umanizales.edu.co/handle/20.500.12746/3362,"https://scholar.google.com/scholar?cites=14385783396440794552&as_sdt=2005&sciodt=0,5&hl=en",165,09/05/22 09:46,,,,,,,,,16,4.00,16,1,4,"… fortalece la identidad cultural de los niños y niñas de la sede la Candelaria, grupo de … la identidad cultural de todos los actores involucrados en este proyecto investigativo. …",http://ridum.umanizales.edu.co/xmlui/bitstream/handle/20.500.12746/3362/Tesis_Liliana_Maria_Bonilla.pdf?sequence=3&isAllowed=y,"https://scholar.google.com/scholar?q=related:uOWQqMeRpMcJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
11,MRL Zalduendo,Ficción televisiva y construcción de identidad cultural: el caso catalán,2006,Opción: Revista de Ciencias Humanas y …,dialnet.unirioja.es,https://dialnet.unirioja.es/descarga/articulo/2477121.pdf,"https://scholar.google.com/scholar?cites=8641873845002875761&as_sdt=2005&sciodt=0,5&hl=en",166,09/05/22 09:46,PDF,,,,,,,,11,0.69,11,1,16,El objetivo de este artículo es repensar el papel del primer canal televisivo público catalán (TV3) en la adaptación de las diferentes representaciones que configuran la identidad …,https://dialnet.unirioja.es/descarga/articulo/2477121.pdf,"https://scholar.google.com/scholar?q=related:cbMitXka7ncJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
14,CMVO De Zevallos,Estrategias didáctica para el desarrollo de la identidad cultural Mochica en educación primaria en una institución educativa de San José de Moro-La Libertad,2013,,search.proquest.com,https://search.proquest.com/openview/29ab90a725559ac050275dbcd863f758/1?pq-origsite=gscholar&cbl=51922&diss=y,"https://scholar.google.com/scholar?cites=2506812344023774828&as_sdt=2005&sciodt=0,5&hl=en",167,09/05/22 09:46,BOOK,,,,,,,,14,1.56,14,1,9,"… los contenidos de la Identidad Cultural Mochica, permitiendo … el desarrollo de la identidad cultural Mochica de sus alumnos … relacionados al desarrollo de la identidad cultural Mochica. …",https://tesis.pucp.edu.pe/repositorio/bitstream/handle/20.500.12404/4574/VARGAS_ORTIZ_DE_ZEVALLOS_CLAUDIA_ESTRATEGIA_MOCHICA.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:bPYZlIv8ySIJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
12,G Maldonado,Matices y texturas de la identidad cultural étnica en contextos urbanos: el caso de los kichwas de Chimborazo,2012,"San Roque: indígenas urbanos, seguridad y …",190.57.147.202,http://190.57.147.202:90/xmlui/bitstream/handle/123456789/1892/SAN%20ROQUE.pdf?sequence=1&isAllowed=y#page=32,"https://scholar.google.com/scholar?cites=17649449572545070270&as_sdt=2005&sciodt=0,5&hl=en",168,09/05/22 09:46,PDF,,,,,,,,12,1.20,12,1,10,"La ciudad, en términos de referencia e imaginarios de'civilización, ade lanto y oportunidades de vida', que guarda cualquier persona que no sea citadina es, en primera instancia, lo …",http://190.57.147.202:90/xmlui/bitstream/handle/123456789/1892/SAN%20ROQUE.pdf?sequence=1&isAllowed=y#page=32,"https://scholar.google.com/scholar?q=related:vgS4HOBw7_QJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
8,JB Beltramin,Aportes semióticos para la comprensión de la identidad cultural,2014,Opción,redalyc.org,https://www.redalyc.org/pdf/310/31035398001.pdf,"https://scholar.google.com/scholar?cites=6793507490361718066&as_sdt=2005&sciodt=0,5&hl=en",169,09/05/22 09:46,PDF,,,,,,,,8,1.00,8,1,8,"… rrollo, nos reenvía nuevamente a la articulación de identidad cultural. En este contexto aportativo (desde la semiótica), la identidad cultural representa un espacio de sentido siempre …",https://www.redalyc.org/pdf/310/31035398001.pdf,"https://scholar.google.com/scholar?q=related:MjX3pRFjR14J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
11,H Larraín,Identidad cultural e indicadores eco-culturales del grupo étnico Chango,1979,Revista de Geografía Norte Grande,cuadernos.info,http://cuadernos.info/index.php/RGNG/article/view/39379,"https://scholar.google.com/scholar?cites=14962843454127741771&as_sdt=2005&sciodt=0,5&hl=en",170,09/05/22 09:46,,,,,,,,,11,0.26,11,1,43,… de encontrar aquello que determina su propia identidad cultural. El autor distingue tres criterios básicos principales que confirman dicha identidad cultural y que aíslan a los changos …,,"https://scholar.google.com/scholar?q=related:SxsQUdiyps8J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
8,RD Castillo,"Afirmación de la identidad cultural en América Latina, preservación y desarrollo de los valores que la componen",1978,Anuario de Estudios Centroamericanos,JSTOR,https://www.jstor.org/stable/25661649,"https://scholar.google.com/scholar?cites=12653389607936703416&as_sdt=2005&sciodt=0,5&hl=en",171,09/05/22 09:46,,,,,,,,,8,0.18,8,1,44,"… minoria y las masas populares;-La identidad cultural sirve de fomento a la independen cia y … comunica cion social, para reforzar la identidad cultural y la salvaguardia de la autenticidad…",https://revistas.ucr.ac.cr/index.php/anuario/article/download/3306/3212,"https://scholar.google.com/scholar?q=related:uLuv0c7ema8J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
11,A Jansson,Significados en controversia estudios de audiencia e identidad cultural,2000,Estudios sobre las culturas contemporáneas,redalyc.org,https://www.redalyc.org/pdf/316/31601104.pdf,"https://scholar.google.com/scholar?cites=6899978862291909790&as_sdt=2005&sciodt=0,5&hl=en",172,09/05/22 09:46,PDF,,,,,,,,11,0.50,11,1,22,"… El concepto de identidad cultural se ha puesto en pdmer piano pdmordialmente porque su … buido, en su conjunto, a problematizar la identidad cultural. Por lo tanto, el incremento de …",https://www.redalyc.org/pdf/316/31601104.pdf,"https://scholar.google.com/scholar?q=related:nvyctDemwV8J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
12,"M López-González, VJ Llorent","¿ Deficiencia, discapacidad o identidad cultural?: interpretación de la sordera y respuestas en el sistema educativo en España",2013,Revista Cefac,SciELO Brasil,https://www.scielo.br/j/rcefac/a/5KCTY9kGWBC8ykJFCf8rt9C/abstract/?lang=es,"https://scholar.google.com/scholar?cites=8897119845513894518&as_sdt=2005&sciodt=0,5&hl=en",173,09/05/22 09:46,,,,,,,,,12,1.33,6,2,9,"SciELO - Brasil - ¿Deficiencia, discapacidad o identidad cultural?: interpretación de la sordera y respuestas en el sistema educativo en España ¿Deficiencia, discapacidad o identidad …",https://www.scielo.br/j/rcefac/a/5KCTY9kGWBC8ykJFCf8rt9C/?format=pdf&lang=es,"https://scholar.google.com/scholar?q=related:dhrvS1zreHsJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
9,"MP Pérez, EI Vinent",El protagonismo estudiantil. Su papel en la reafirmación de la identidad cultural local,2011,Cuadernos de Educación y Desarrollo,ideas.repec.org,https://ideas.repec.org/a/erv/cedced/y2011i2790.html,"https://scholar.google.com/scholar?cites=15404919614937957469&as_sdt=2005&sciodt=0,5&hl=en",174,09/05/22 09:46,,,,,,,,,9,0.82,5,2,11,"El trabajo titulado el protagonismo estudiantil. Su papel en la reafirmación de la identidad local se desarrolla en la sede universitaria del municipio Jesús Menéndez, provincia Las …",,"https://scholar.google.com/scholar?q=related:XQTTYcVEydUJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
5,"NC Azahar, GEC Cruz, DMM Muciño, ...",Género e identidad cultural en el Municipio de Tecámac,2009,Contribuciones a las …,ideas.repec.org,https://ideas.repec.org/a/erv/coccss/y2009i2009-082.html,"https://scholar.google.com/scholar?cites=14430022274306366304&as_sdt=2005&sciodt=0,5&hl=en",175,09/05/22 09:46,,,,,,,,,5,0.38,1,4,13,"El género, más concretamente, ha ampliado el campo de la historia social hacia las relaciones de género haciendo hincapié en las condiciones socio-económicas de las mujeres en …",,"https://scholar.google.com/scholar?q=related:YFsBEc68QcgJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
11,R Hernández,"Identidad cultural palenquera, movimiento social afrocolombiano y democracia",2014,Reflexión política,revistas.unab.edu.co,https://revistas.unab.edu.co/index.php/reflexion/article/view/1979,"https://scholar.google.com/scholar?cites=11589799100649877981&as_sdt=2005&sciodt=0,5&hl=en",176,09/05/22 09:46,,,,,,,,,11,1.38,11,1,8,"… el establecimiento de las identidad cultural palenquera en el … Negras, anclado en la identidad cultural del tipo de maestros… la infancia de identidad cultural palenquera tomando como …",https://revistas.unab.edu.co/index.php/reflexion/article/download/1979/1887,"https://scholar.google.com/scholar?q=related:3bFgbOA816AJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
2,JE Mendoza Vera,El amorfino y su incidencia en la construcción de la identidad cultural manabita en los centros educativos de la ciudad de Portoviejo.,2021,,repositorio.sangregorio.edu.ec,http://repositorio.sangregorio.edu.ec/handle/123456789/1898,"https://scholar.google.com/scholar?cites=5880717729903576625&as_sdt=2005&sciodt=0,5&hl=en",177,09/05/22 09:46,,,,,,,,,2,2.00,2,1,1,"… en la construcción de la identidad cultural manabita y los … la construcción de la identidad cultural manabita, se evidencia … el amorfino como parte de su identidad cultural manabita. …",http://repositorio.sangregorio.edu.ec/bitstream/123456789/1898/1/El%20amorfino%20y%20su%20incidencia%20en%20la%20construcci%C3%B3n%20de%20la%20identidad%20cultural%20manabita%20en%20los%20centros%20educativos%20de%20la%20ciudad%20de%20Portoviejo.PDF,"https://scholar.google.com/scholar?q=related:MYY-M56BnFEJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
8,G Béhague,La problemática de la identidad cultural en la música culta hispano-caribeña,2006,Latin American Music Review,muse.jhu.edu,https://muse.jhu.edu/article/206743/summary,"https://scholar.google.com/scholar?cites=2467307878702038578&as_sdt=2005&sciodt=0,5&hl=en",178,09/05/22 09:46,,,,,,,,,8,0.50,8,1,16,La trayectoria de la música de la llamada tradición culta en el Caribe de cultura hispánica desde los años 60 ha tenido bastante dificultad en cuanto a la identidad cultural de la …,,"https://scholar.google.com/scholar?q=related:Mr6OfXGjPSIJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
7,R González,El espectador deportivo y la construcción de la identidad cultural,2011,Nómadas. Critical Journal of Social and Juridical …,revistas.ucm.es,https://revistas.ucm.es/index.php/NOMA/article/download/NOMA1111140027A/25615,"https://scholar.google.com/scholar?cites=5002341956679565779&as_sdt=2005&sciodt=0,5&hl=en",179,09/05/22 09:46,PDF,,,,,,,,7,0.64,7,1,11,"… sentido, nuestra intención no es otra que la de ahondar en esta afirmación, observando cómo la participación en eventos deportivos permite la construcción de una identidad cultural, o…",https://revistas.ucm.es/index.php/NOMA/article/download/NOMA1111140027A/25615,"https://scholar.google.com/scholar?q=related:0wHrjIHja0UJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
3,"RCV Giler, SEA Sandoval, ...",La identidad cultural en los líderes del futuro,2018,… Ciencias Pedagógicas e …,incyt.upse.edu.ec,https://incyt.upse.edu.ec/pedagogia/revistas/index.php/rcpi/article/view/230,"https://scholar.google.com/scholar?cites=12725184818512918962&as_sdt=2005&sciodt=0,5&hl=en",180,09/05/22 09:46,,,,,,,,,3,0.75,1,3,4,"… Este documento trae al análisis el tema de identidad cultural en estudiantes de quinto, … tradiciones y valores que fortalezcan la identidad cultural. Finalmente se concluyó que debe …",https://incyt.upse.edu.ec/pedagogia/revistas/index.php/rcpi/article/download/230/260,"https://scholar.google.com/scholar?q=related:svmn6CvwmLAJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
6,R Senkowski,Metabolismo cultural como estrategia para preservar la identidad cultural y ecológica,2012,,books.google.com,https://books.google.com/books?hl=en&lr=&id=o40pdnvEiL0C&oi=fnd&pg=PP5&dq=%22identidad+cultural%22&ots=hyTdVpjQKJ&sig=iXsSQDzob3AngBaUXGhw7XfiA1Q,"https://scholar.google.com/scholar?cites=16952676232196231687&as_sdt=2005&sciodt=0,5&hl=en",181,09/05/22 09:46,BOOK,,,,,,,,6,0.60,6,1,10,"Estamos proyectando el análisis de una metamorfosis global en la actualidad, como los cambios de identidades en el proceso de transformación cultural. En consecuencia, buscamos …",,"https://scholar.google.com/scholar?q=related:B5JDzDYBROsJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
9,C Venegas,Territorios agroecológicos con identidad cultural: la experiencia de Chiloé,2009,… Desarrollo Territorial Rural con Identidad Cultural …,rimisp.org,https://www.rimisp.org/wp-content/files_mf/1367527347documentofinalchiloeparaweb1.pdf,"https://scholar.google.com/scholar?cites=12582101478979226728&as_sdt=2005&sciodt=0,5&hl=en",182,09/05/22 09:46,PDF,,,,,,,,9,0.69,9,1,13,"… Ford, se ha implementado el programa Desarrollo Territorial con Identidad Cultural (DTRIC), cuyo eje … de la Identidad Cultural (IC) como factor de desarrollo de este particular territorio. …",https://www.rimisp.org/wp-content/files_mf/1367527347documentofinalchiloeparaweb1.pdf,"https://scholar.google.com/scholar?q=related:aEx53qGanK4J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
7,G Ampuero,"La Serena: Turismo, cultura e identidad cultural",1997,Gestión turística,revistas.uach.cl,http://revistas.uach.cl/index.php/gestur/article/view/3422,"https://scholar.google.com/scholar?cites=7118030536626053711&as_sdt=2005&sciodt=0,5&hl=en",183,09/05/22 09:46,,,,,,,,,7,0.28,7,1,25,"… consideramos como contenidos reales de la identidad cultural, problema enfocado más bien … se intenta definir el término de ""Identidad Cultural"". Una primera aproximación se refiere a …",http://revistas.uach.cl/index.php/gestur/article/view/3422/3917,"https://scholar.google.com/scholar?q=related:T6L6Yw9TyGIJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
9,FMR Parra,La Carranga como escenario vivo de la tradición e identidad cultural local y regional del departamento de Boyacá,2013,Revista de investigaciones UNAD,hemeroteca.unad.edu.co,http://hemeroteca.unad.edu.co/index.php/revista-de-investigaciones-unad/article/view/1184,"https://scholar.google.com/scholar?cites=13920202562615919959&as_sdt=2005&sciodt=0,5&hl=en",184,09/05/22 09:46,,,,,,,,,9,1.00,9,1,9,"… fundada en la tradición, expresada por un grupo o por individuos y que reconocidamente responden a las expectativas de la comunidad en cuanto a floración de su identidad cultural y …",http://hemeroteca.unad.edu.co/index.php/revista-de-investigaciones-unad/article/download/1184/1395,"https://scholar.google.com/scholar?q=related:V0U0cnp-LsEJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
9,F Jové Sandoval,Arquitectura e identidad cultural en el contexto de la cooperación internacional en el continente africano,2011,Tabanque: revista pedagógica,redined.educacion.gob.es,https://redined.educacion.gob.es/xmlui/handle/11162/182573,"https://scholar.google.com/scholar?cites=10916235845239763556&as_sdt=2005&sciodt=0,5&hl=en",185,09/05/22 09:46,,,,,,,,,9,0.82,9,1,11,"… Será preciso trabajar desde el estricto respeto a la identidad cultural del país al que se pretende ayudar, entendiendo como identidad cultural todo el conjunto de manifestaciones …",https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/182573/document%20%28111%29.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:ZPLmH6pCfpcJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
14,S Ramirez,Fortalecimiento de la identidad cultural y los valores sociales por medio de la tradición oral del pacífico nariñense en la Institución Educativa Nuestra Señora de …,2011,,sired.udenar.edu.co,http://sired.udenar.edu.co/id/eprint/2786,"https://scholar.google.com/scholar?cites=11364028856803643855&as_sdt=2005&sciodt=0,5&hl=en",186,09/05/22 09:46,,,,,,,,,14,1.27,14,1,11,"Esta investigación es el resultado de una preocupación del sector docente del municipio de Tumaco, en su firme deseo por coadyuvar a fortalecer los valores sociales de convivencia a …",http://sired.udenar.edu.co/2786/1/86549.pdf,"https://scholar.google.com/scholar?q=related:z9EROwkktZ0J:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
6,YS Peñafiel García,Taller de música en la autoestima e identidad cultural de estudiantes del nivel superior,2019,,repositorio.ucv.edu.pe,https://repositorio.ucv.edu.pe/handle/20.500.12692/26639,"https://scholar.google.com/scholar?cites=714094924441732701&as_sdt=2005&sciodt=0,5&hl=en",187,09/05/22 09:46,,,,,,,,,6,2.00,6,1,3,"… 1 Autoestima y la variable 2 identidad cultural. Se realizó un … para analizar la identidad cultural de los estudiantes. Se … , asimismo en la variable identidad cultural se aprecia que el …",,"https://scholar.google.com/scholar?q=related:XUZC44z56AkJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
25,AE Velázquez,La identidad: camino hacia la individualidad cultural,2011,ASRI: Arte y sociedad. Revista de investigación,dialnet.unirioja.es,https://dialnet.unirioja.es/servlet/articulo?codigo=3792078,"https://scholar.google.com/scholar?cites=12083259099055018484&as_sdt=2005&sciodt=0,5&hl=en",188,09/05/22 09:46,,,,,,,,,25,2.27,25,1,11,"… A la categoría identidad cultural se han aproximado un sin número de autores en la contemporaneidad. Se ha hablado de sentido de interpretación grupal, procesos de construcción …",https://dialnet.unirioja.es/descarga/articulo/3792078.pdf,"https://scholar.google.com/scholar?q=related:9FEueCFcsKcJ:scholar.google.com/&scioq=%22identidad+cultural%22&hl=en&as_sdt=0,5&as_vis=1"
